loan_sequence_no,monthly_reporting_period,curr_actual_upb,curr_loan_delinquency_status,loan_age,remaining_months_to_legal_maturity,curr_interest_rate,curr_deferred_upb
F116Q1009937,201604,43000.0,0,2,298,4.375,0
F116Q1009957,201609,133000.0,0,6,354,4.0,0
F116Q1009957,201611,132220.55,0,8,352,4.0,0
F116Q1010009,201604,248000.0,0,2,358,4.375,0
F116Q1010020,201610,207990.89,1,8,352,3.875,0
F116Q1010023,201606,398000.0,0,4,356,3.75,0
F116Q1010029,201607,263000.0,0,5,355,4.375,0
F116Q1010030,201604,203000.0,0,2,178,3.07,0
F116Q1010045,201607,284000.0,0,3,357,3.75,0
F116Q1010057,201612,344768.22,0,10,350,3.875,0
F116Q1010058,201605,282000.0,0,3,356,3.75,0
F116Q1010108,201609,605477.84,1,7,353,4.125,0
F116Q1010131,201610,168342.96,1,8,352,4.25,0
F116Q1010131,201612,168342.96,1,10,350,4.25,0
F116Q1010208,201608,258000.0,1,6,174,2.875,0
F116Q1010214,201612,157897.36,1,10,350,4.0,0
F116Q1010220,201604,140000.0,0,2,358,3.875,0
F116Q1010234,201612,135064.17,1,10,350,4.25,0
F116Q1010262,201606,94000.0,1,4,356,4.375,0
F116Q1010323,201611,587680.59,0,9,351,4.375,0
F116Q1010329,201610,0.0,1,8,352,4.5,0
F116Q1010361,201604,116000.0,0,1,359,4.125,0
F116Q1010370,201612,134258.14,1,10,350,4.75,0
F116Q1010388,201602,417000.0,0,0,180,3.625,0
F116Q1010392,201606,83000.0,0,4,356,4.0,0
F116Q1010404,201612,78689.78,1,10,170,3.375,0
F116Q1010405,201612,87954.5,1,10,350,4.125,0
F116Q1010408,201611,326263.41,0,9,350,4.125,0
F116Q1010408,201612,325780.75,0,10,349,4.125,0
F116Q1010410,201612,63988.48,0,10,350,4.875,0
F116Q1010444,201606,50000.0,0,3,357,4.125,0
F116Q1010449,201607,141000.0,0,5,355,4.125,0
F116Q1010461,201609,111582.4,0,7,353,4.375,0
F116Q1010515,201604,262000.0,0,2,178,3.375,0
F116Q1010515,201610,256032.62,1,8,172,3.375,0
F116Q1010549,201605,119000.0,0,3,177,3.875,0
F116Q1010556,201602,200000.0,0,0,360,4.125,0
F116Q1010562,201608,302000.0,1,6,318,4.25,0
F116Q1010562,201609,300553.36,1,7,317,4.25,0
F116Q1010569,201612,240226.38,1,10,350,3.99,0
F116Q1010607,201604,262000.0,0,2,178,3.25,0
F116Q1010635,201608,167000.0,1,6,174,3.375,0
F116Q1010635,201609,166290.55,1,7,173,3.375,0
F116Q1010635,201610,165548.39,1,8,172,3.375,0
F116Q1010635,201611,164804.14,1,9,171,3.375,0
F116Q1010635,201612,164057.8,1,10,170,3.375,0
F116Q1010646,201611,395079.42,0,9,351,4.375,0
F116Q1010649,201612,226854.2,1,10,350,4.125,0
F116Q1010653,201607,402000.0,1,5,355,4.25,0
F116Q1010683,201610,207856.79,1,8,352,4.75,0
F116Q1010702,201611,146272.23,1,9,351,4.125,0
F116Q1010718,201609,117165.61,1,7,173,4.5,0
F116Q1010718,201610,116206.58,1,8,172,4.5,0
F116Q1010718,201612,116206.58,1,10,170,4.5,0
F116Q1010742,201611,74145.67,1,9,351,4.875,0
F116Q1010742,201612,74145.67,1,10,350,4.875,0
F116Q1010839,201602,226000.0,0,0,360,4.125,0
F116Q1010870,201604,332000.0,1,2,358,3.75,0
F116Q1010873,201602,161000.0,0,0,360,4.625,0
F116Q1010883,201611,260530.58,0,9,351,4.0,0
F116Q1010921,201607,414000.0,0,5,355,4.0,0
F116Q1010935,201608,183000.0,0,6,354,4.125,0
F116Q1010977,201604,339000.0,1,2,358,4.25,0
F116Q1011069,201609,143320.2,0,7,353,4.0,0
F116Q1011111,201604,291000.0,0,2,358,4.125,0
F116Q1011121,201606,257000.0,0,4,176,3.75,0
F116Q1011139,201602,194000.0,0,0,360,4.0,0
F116Q1011190,201605,211000.0,0,3,357,4.5,0
F116Q1011266,201605,170000.0,0,3,177,3.875,0
F116Q1011276,201609,136498.24,0,7,353,4.125,0
F116Q1011301,201605,56000.0,1,3,357,4.75,0
F116Q1011311,201612,107467.9,1,10,169,3.75,0
F116Q1011321,201608,115000.0,0,6,354,4.75,0
F116Q1011367,201604,116000.0,0,2,358,4.5,0
F116Q1011396,201609,413598.89,1,7,353,4.375,0
F116Q1011396,201610,413024.78,1,8,352,4.375,0
F116Q1011396,201611,413024.78,1,9,351,4.375,0
F116Q1011396,201612,411289.87,1,10,350,4.375,0
F116Q1011397,201603,69000.0,0,1,359,4.5,0
F116Q1011412,201604,147000.0,0,2,358,4.625,0
F116Q1011425,201610,138807.65,1,8,352,5.0,0
F116Q1011425,201611,138807.65,1,9,351,5.0,0
F116Q1011425,201612,138807.65,1,10,350,5.0,0
F116Q1011446,201606,178000.0,1,4,356,4.25,0
F116Q1011455,201605,224000.0,1,3,357,4.75,0
F116Q1011455,201607,224000.0,1,5,355,4.75,0
F116Q1011475,201610,114705.51,0,8,352,4.25,0
F116Q1011484,201605,250000.0,0,3,357,4.25,0
F116Q1011533,201607,179000.0,0,5,355,4.25,0
F116Q1011539,201606,163000.0,0,4,356,4.375,0
F116Q1011598,201610,348629.02,0,8,352,3.99,0
F116Q1011602,201606,145000.0,0,4,356,4.125,0
F116Q1011610,201607,222000.0,0,5,355,4.0,0
F116Q1011633,201604,343000.0,1,2,358,4.75,0
F116Q1011633,201605,343000.0,1,3,357,4.75,0
F116Q1011633,201608,342000.0,1,6,354,4.75,0
F116Q1011633,201611,340835.04,1,9,351,4.75,0
F116Q1011633,201612,339495.32,1,10,350,4.75,0
F116Q1011638,201610,205829.23,0,8,352,4.5,0
F116Q1011675,201609,355377.24,0,7,353,3.75,0
F116Q1011781,201611,138239.22,0,9,351,4.25,0
F116Q1011806,201608,51000.0,1,6,114,4.0,0
F116Q1011830,201604,114000.0,0,2,358,4.375,0
F116Q1011839,201612,84768.32,0,9,171,3.125,0
F116Q1011865,201607,247000.0,1,4,177,2.875,0
F116Q1011888,201604,161000.0,0,2,358,4.375,0
F116Q1011943,201609,125128.32,0,7,353,4.25,0
F116Q1011949,201612,98705.55,1,10,350,4.2,0
F116Q1011965,201604,161000.0,0,1,179,3.125,0
F116Q1012045,201607,149000.0,0,5,175,3.625,0
F116Q1012139,201602,380000.0,0,0,360,3.875,0
F116Q1012144,201608,37000.0,0,6,354,4.625,0
F116Q1012171,201611,365030.35,0,9,351,3.875,0
F116Q1012187,201609,280892.32,1,7,353,4.625,0
F116Q1012190,201602,263000.0,0,0,360,4.625,0
F116Q1012190,201611,259411.6,0,9,351,4.625,0
F116Q1012207,201603,127000.0,0,1,239,4.125,0
F116Q1012216,201605,105000.0,1,3,177,3.625,0
F116Q1012216,201606,105000.0,1,4,176,3.625,0
F116Q1012216,201607,105000.0,1,5,175,3.625,0
F116Q1012216,201608,105000.0,1,6,174,3.625,0
F116Q1012216,201609,104659.68,1,7,173,3.625,0
F116Q1012216,201610,104659.68,1,8,172,3.625,0
F116Q1012216,201611,104659.68,1,9,171,3.625,0
F116Q1012216,201612,104659.68,1,10,170,3.625,0
F116Q1012225,201608,99000.0,0,6,354,4.375,0
F116Q1012232,201605,355000.0,0,3,357,4.625,0
F116Q1012245,201607,119000.0,0,5,355,4.0,0
F116Q1012280,201612,46847.62,1,10,349,4.5,0
F116Q1012285,201603,135000.0,0,1,179,3.225,0
F116Q1012315,201607,155000.0,0,3,357,4.0,0
F116Q1012329,201609,379659.49,0,7,353,4.625,0
F116Q1012345,201610,129678.37,0,8,232,3.875,0
F116Q1012380,201608,103000.0,1,6,354,4.5,0
F116Q1012380,201609,103235.91,1,7,353,4.5,0
F116Q1012380,201611,102955.73,1,9,351,4.5,0
F116Q1012380,201612,0.0,1,10,350,4.5,0
F116Q1012418,201607,141000.0,0,5,355,3.99,0
F116Q1012436,201611,73376.9,0,9,351,4.875,0
F116Q1012442,201610,162444.23,0,8,352,4.625,0
F116Q1012478,201604,125000.0,1,2,178,4.125,0
F116Q1012519,201604,133000.0,1,2,358,4.125,0
F116Q1012531,201604,82000.0,1,2,358,4.875,0
F116Q1012531,201607,81000.0,1,5,355,4.875,0
F116Q1012532,201606,154000.0,1,4,356,4.25,0
F116Q1012532,201607,154000.0,1,5,355,4.25,0
F116Q1012532,201608,154000.0,1,6,354,4.25,0
F116Q1012532,201609,153300.74,1,7,353,4.25,0
F116Q1012532,201610,153032.78,1,8,352,4.25,0
F116Q1012532,201611,152814.28,1,9,351,4.25,0
F116Q1012532,201612,152595.01,1,10,350,4.25,0
F116Q1012552,201606,136000.0,1,4,356,4.625,0
F116Q1012583,201607,237000.0,1,5,355,4.375,0
F116Q1012618,201604,293000.0,0,2,358,4.0,0
F116Q1012633,201607,177000.0,0,5,355,4.625,0
F116Q1012673,201612,113293.26,1,10,350,4.125,0
F116Q1012675,201611,159420.32,1,9,351,4.125,0
F116Q1012675,201612,159187.92,1,10,350,4.125,0
F116Q1012695,201609,325622.43,0,7,353,4.125,0
F116Q1012720,201604,595000.0,1,2,358,4.875,0
F116Q1012720,201606,594000.0,1,4,356,4.875,0
F116Q1012720,201607,593000.0,1,5,355,4.875,0
F116Q1012720,201608,592000.0,1,6,354,4.875,0
F116Q1012720,201611,590053.3,1,9,351,4.875,0
F116Q1012729,201612,572232.11,0,10,350,4.5,0
F116Q1012749,201611,169535.49,0,9,351,4.5,0
F116Q1012751,201609,296604.14,1,7,353,4.125,0
F116Q1012751,201610,296173.87,1,8,352,4.125,0
F116Q1012751,201611,295742.12,1,9,351,4.125,0
F116Q1012761,201607,73000.0,0,5,175,3.25,0
F116Q1012764,201605,144000.0,1,3,357,4.25,0
F116Q1012767,201605,308000.0,1,3,357,4.75,0
F116Q1012802,201609,53000.0,0,6,354,4.0,0
F116Q1012802,201611,53474.83,1,8,352,4.0,0
F116Q1012830,201608,116000.0,1,6,354,5.125,0
F116Q1012886,201608,219000.0,0,6,174,3.25,0
F116Q1012904,201604,399000.0,0,2,358,3.875,0
F116Q1012915,201607,216000.0,0,5,355,4.625,0
F116Q1012929,201608,144000.0,1,6,174,3.625,0
F116Q1012937,201605,360000.0,0,2,178,3.375,0
F116Q1012963,201607,288000.0,0,5,355,3.875,0
F116Q1012965,201609,117540.27,0,7,353,4.0,0
F116Q1012978,201605,123000.0,0,3,177,3.375,0
F116Q1012983,201608,140000.0,0,6,354,4.125,0
F116Q1012989,201605,365000.0,0,3,357,3.625,0
F116Q1013004,201605,308000.0,1,3,357,4.25,0
F116Q1013016,201612,154506.36,0,10,350,4.25,0
F116Q1013033,201603,251000.0,0,1,359,4.25,0
F116Q1013037,201606,133000.0,0,4,356,4.0,0
F116Q1013115,201605,119000.0,0,2,238,3.625,0
F116Q1013117,201604,255000.0,0,2,358,4.0,0
F116Q1013139,201611,405265.46,0,9,351,4.25,0
F116Q1013173,201608,203000.0,1,6,354,4.625,0
F116Q1013203,201611,65752.05,0,9,351,4.875,0
F116Q1013221,201605,365000.0,1,3,237,4.0,0
F116Q1013221,201606,364000.0,1,4,236,4.0,0
F116Q1013239,201602,332000.0,0,0,360,4.125,0
F116Q1013242,201605,204000.0,0,3,357,3.99,0
F116Q1013270,201611,96794.46,0,9,351,4.375,0
F116Q1013333,201602,192000.0,0,0,360,3.875,0
F116Q1013344,201609,356549.95,0,7,353,4.375,0
F116Q1013364,201609,123405.63,0,7,233,3.75,0
F116Q1013393,201608,369000.0,1,6,354,4.125,0
F116Q1013403,201612,117847.32,1,10,350,4.0,0
F116Q1013410,201608,517000.0,1,6,354,4.125,0
F116Q1013436,201602,194000.0,0,0,360,4.5,0
F116Q1013451,201602,176000.0,0,0,360,3.75,0
F116Q1013506,201609,38755.29,1,7,353,4.625,0
F116Q1013506,201610,39515.29,1,8,352,4.625,0
F116Q1013628,201602,336000.0,0,0,360,4.125,0
F116Q1013632,201608,68000.0,0,6,114,4.0,0
F116Q1013692,201609,154201.48,0,7,173,3.375,0
F116Q1013712,201609,335769.13,0,7,233,3.875,0
F116Q1013739,201605,77000.0,1,3,177,3.625,0
F116Q1013751,201607,79000.0,1,5,355,4.0,0
F116Q1013787,201604,416000.0,0,2,358,4.125,0
F116Q1013829,201605,136000.0,0,3,357,3.875,0
F116Q1013861,201602,355000.0,0,0,299,4.125,0
F116Q1013871,201611,236914.39,0,9,351,4.125,0
F116Q1013898,201610,264327.67,1,8,352,4.5,0
F116Q1013911,201608,111000.0,1,6,354,4.625,0
F116Q1013911,201609,110656.32,1,7,353,4.625,0
F116Q1013911,201610,110656.32,1,8,352,4.625,0
F116Q1013911,201611,110656.32,1,9,351,4.625,0
F116Q1013911,201612,110656.32,1,10,350,4.625,0
F116Q1013917,201603,127000.0,0,1,179,3.625,0
F116Q1013933,201602,162000.0,0,0,360,4.625,0
F116Q1013979,201610,318780.5,0,8,352,3.75,0
F116Q1013993,201607,338000.0,0,5,355,4.25,0
F116Q1013995,201612,390333.29,1,10,350,4.125,0
F116Q1014022,201608,234000.0,0,6,174,3.0,0
F116Q1014101,201610,398.82,1,8,352,4.375,0
F116Q1014101,201611,398.82,1,9,351,4.375,0
F116Q1014101,201612,0.0,1,10,350,4.375,0
F116Q1014106,201610,187716.62,0,8,172,3.25,0
F116Q1014133,201612,166158.67,1,10,350,4.0,0
F116Q1014195,201611,209139.8,1,9,351,4.25,0
F116Q1014196,201611,283524.45,0,9,351,4.0,0
F116Q1014247,201608,232000.0,0,6,354,4.125,0
F116Q1014252,201605,142000.0,1,3,177,3.125,0
F116Q1014279,201608,0.0,0,4,356,3.75,0
F116Q1014285,201609,400399.41,1,7,353,4.75,0
F116Q1014285,201611,400399.41,1,9,351,4.75,0
F116Q1014285,201612,399876.86,1,10,350,4.75,0
F116Q1014343,201604,416000.0,1,2,358,4.125,0
F116Q1014343,201605,415000.0,1,3,357,4.125,0
F116Q1014343,201606,415000.0,1,4,356,4.125,0
F116Q1014343,201607,414000.0,1,5,355,4.125,0
F116Q1014343,201608,413000.0,1,6,354,4.125,0
F116Q1014343,201609,413363.87,1,7,353,4.125,0
F116Q1014343,201610,411703.69,1,8,352,4.125,0
F116Q1014343,201612,410490.09,1,10,350,4.125,0
F116Q1014367,201610,265611.55,0,8,352,4.75,0
F116Q1014387,201609,409176.71,0,7,353,4.125,0
F116Q1014393,201608,297000.0,0,6,354,4.875,0
F116Q1014403,201612,130216.63,1,10,350,4.125,0
F116Q1014443,201604,157000.0,0,2,178,3.25,0
F116Q1014444,201610,258826.84,0,8,352,4.25,0
F116Q1014490,201606,201000.0,0,4,356,4.375,0
F116Q1014490,201609,200271.44,0,7,353,4.375,0
F116Q1014535,201604,363000.0,0,2,358,3.875,0
F116Q1014546,201604,496000.0,1,2,358,3.75,0
F116Q1014547,201603,199000.0,0,1,359,3.875,0
F116Q1014618,201603,168000.0,0,1,299,4.5,0
F116Q1014621,201611,411618.57,0,9,351,4.125,0
F116Q1014637,201605,296000.0,1,3,177,3.5,0
F116Q1014686,201610,140134.95,1,8,172,3.875,0
F116Q1014687,201610,297000.0,1,6,354,3.875,0
F116Q1014723,201604,624000.0,1,2,358,4.875,0
F116Q1014751,201612,197484.67,0,10,350,4.25,0
F116Q1014764,201608,225000.0,0,6,354,4.125,0
F116Q1014787,201604,296000.0,0,2,358,4.7,0
F116Q1014807,201607,363000.0,0,5,175,3.25,0
F116Q1014808,201606,598000.0,1,4,356,4.625,0
F116Q1014858,201608,349000.0,0,6,354,3.875,0
F116Q1014868,201608,176000.0,0,6,354,3.99,0
F116Q1014871,201604,124000.0,0,2,358,4.25,0
F116Q1014877,201606,300000.0,1,4,356,4.5,0
F116Q1014887,201612,111875.71,1,10,350,4.125,0
F116Q1014890,201612,114376.13,0,10,350,4.25,0
F116Q1014954,201607,99000.0,0,5,355,4.75,0
F116Q1014963,201605,269000.0,1,3,357,4.375,0
F116Q1014963,201609,267426.12,1,7,353,4.375,0
F116Q1015011,201607,173000.0,0,5,115,3.375,0
F116Q1015138,201610,253880.92,1,8,352,4.5,0
F116Q1015163,201608,673000.0,1,6,354,4.25,0
F116Q1015164,201608,307000.0,1,6,354,4.375,0
F116Q1015174,201603,325000.0,0,1,359,4.125,0
F116Q1015174,201612,319464.43,1,10,350,4.125,0
F116Q1015213,201606,487000.0,0,4,356,3.875,0
F116Q1015216,201607,371000.0,0,5,355,3.99,0
F116Q1015232,201606,203000.0,0,4,356,3.875,0
F116Q1015257,201609,413820.81,1,7,353,4.75,0
F116Q1015266,201610,130819.6,0,8,352,5.25,0
F116Q1015268,201605,146000.0,1,2,357,4.625,0
F116Q1015284,201605,142000.0,1,2,358,4.0,0
F116Q1015313,201604,90000.0,1,2,358,4.375,0
F116Q1015316,201609,80011.72,1,7,353,4.5,0
F116Q1015316,201610,80011.72,1,8,352,4.5,0
F116Q1015316,201611,79903.09,1,9,351,4.5,0
F116Q1015359,201604,135000.0,1,2,358,4.875,0
F116Q1015360,201604,91000.0,1,2,358,4.875,0
F116Q1015393,201606,60000.0,0,4,356,3.875,0
F116Q1015411,201605,176000.0,1,3,357,4.5,0
F116Q1015446,201603,216000.0,0,1,359,4.5,0
F116Q1015453,201607,249000.0,0,5,355,4.25,0
F116Q1015493,201612,98660.65,1,10,350,4.5,0
F116Q1015507,201608,323000.0,1,6,354,4.75,0
F116Q1015549,201608,262000.0,1,6,174,3.25,0
F116Q1015551,201609,338260.17,1,7,173,3.125,0
F116Q1015568,201612,65135.58,0,10,350,4.625,0
F116Q1015620,201602,135000.0,0,0,360,4.125,0
F116Q1015637,201605,383000.0,0,3,357,4.125,0
F116Q1015678,201604,580000.0,1,2,358,4.25,0
F116Q1015710,201612,412093.89,1,10,350,4.625,0
F116Q1015739,201611,264774.9,1,9,351,4.0,0
F116Q1015739,201612,264774.9,1,10,350,4.0,0
F116Q1015755,201606,253000.0,1,4,356,3.99,0
F116Q1015770,201611,187427.71,0,9,351,4.125,0
F116Q1015772,201610,294600.23,0,8,352,4.125,0
F116Q1015775,201603,231000.0,0,1,359,3.99,0
F116Q1015798,201605,142000.0,0,3,357,5.0,0
F116Q1015856,201609,109844.2,0,7,353,3.875,0
F116Q1015882,201604,215000.0,1,2,358,3.75,0
F116Q1015889,201605,123000.0,0,3,177,3.625,0
F116Q1015926,201606,619000.0,0,4,356,4.625,0
F116Q1015957,201610,216095.87,0,8,172,3.0989999999999998,0
F116Q1015986,201603,191000.0,0,1,179,3.25,0
F116Q1015989,201604,59000.0,1,2,358,4.25,0
F116Q1015989,201605,59000.0,1,3,357,4.25,0
F116Q1016053,201611,181634.32,0,9,351,4.125,0
F116Q1016060,201612,137007.31,0,9,231,3.75,0
F116Q1016081,201603,160000.0,0,1,359,4.25,0
F116Q1016125,201611,196868.15,0,9,351,4.0,0
F116Q1016131,201605,48000.0,0,3,357,5.125,0
F116Q1016134,201612,64708.77,1,9,351,4.625,0
F116Q1016173,201605,260000.0,0,3,237,4.0,0
F116Q1016260,201606,175000.0,0,4,356,4.875,0
F116Q1016260,201611,171855.69,1,9,351,4.875,0
F116Q1016260,201612,171855.69,1,10,350,4.875,0
F116Q1016318,201605,320000.0,1,3,357,3.875,0
F116Q1016319,201607,257000.0,0,5,355,4.0,0
F116Q1016329,201604,237000.0,1,2,358,3.99,0
F116Q1016401,201608,264000.0,0,6,354,4.375,0
F116Q1016410,201610,0.0,0,8,352,4.375,0
F116Q1016463,201610,228364.62,0,8,352,4.125,0
F116Q1016474,201604,111000.0,1,2,358,4.25,0
F116Q1016491,201604,109000.0,0,2,358,4.125,0
F116Q1016500,201604,270000.0,1,2,238,3.625,0
F116Q1016500,201605,269000.0,1,3,237,3.625,0
F116Q1016508,201611,182838.79,1,9,351,3.99,0
F116Q1016525,201607,248000.0,1,5,175,3.25,0
F116Q1016525,201608,246000.0,1,6,174,3.25,0
F116Q1016526,201608,324000.0,0,6,174,3.75,0
F116Q1016552,201604,368000.0,1,2,358,4.5,0
F116Q1016554,201605,127000.0,0,3,357,4.375,0
F116Q1016569,201605,65000.0,1,3,357,4.5,0
F116Q1016569,201606,65000.0,1,4,356,4.5,0
F116Q1016569,201607,65000.0,1,5,355,4.5,0
F116Q1016569,201608,65000.0,1,6,354,4.5,0
F116Q1016569,201609,64514.85,1,7,353,4.5,0
F116Q1016569,201610,64514.85,1,8,352,4.5,0
F116Q1016569,201611,64514.85,1,9,351,4.5,0
F116Q1016569,201612,64514.85,1,10,350,4.5,0
F116Q1016602,201606,277000.0,1,4,176,3.375,0
F116Q1016627,201606,75000.0,1,4,356,4.125,0
F116Q1016628,201612,78926.67,0,10,350,4.49,0
F116Q1016633,201610,111519.32,1,8,352,4.0,0
F116Q1016633,201611,111188.05,1,9,351,4.0,0
F116Q1016633,201612,111021.59,1,10,350,4.0,0
F116Q1016638,201612,150848.89,1,10,170,3.49,0
F116Q1016659,201605,275000.0,1,3,357,4.0,0
F116Q1016670,201612,42219.44,0,10,170,3.67,0
F116Q1016674,201605,157000.0,0,3,357,3.66,0
F116Q1016707,201611,398759.36,0,9,351,3.78,0
F116Q1016740,201606,189000.0,1,4,356,4.125,0
F116Q1016776,201606,91000.0,1,4,176,3.25,0
F116Q1016789,201609,184502.68,1,7,353,4.625,0
F116Q1016789,201611,184009.28,1,9,351,4.625,0
F116Q1016831,201604,196000.0,0,2,358,4.875,0
F116Q1016875,201611,197402.91,1,9,351,4.25,0
F116Q1016923,201611,415168.22,0,9,351,4.75,0
F116Q1016972,201607,189000.0,1,5,355,4.25,0
F116Q1016972,201609,188681.84,1,7,353,4.25,0
F116Q1016972,201612,187823.4,1,10,350,4.25,0
F116Q1017005,201610,369416.59,0,8,172,3.5,0
F116Q1017033,201606,145000.0,0,4,356,3.875,0
F116Q1017045,201606,0.0,1,4,356,4.625,0
F116Q1017097,201604,80000.0,0,2,358,3.75,0
F116Q1017101,201605,140000.0,1,3,357,4.625,0
F116Q1017101,201606,139000.0,1,4,356,4.625,0
F116Q1017101,201607,139000.0,1,5,355,4.625,0
F116Q1017101,201608,139000.0,1,6,354,4.625,0
F116Q1017101,201609,138871.53,1,7,353,4.625,0
F116Q1017101,201611,138501.68,1,9,351,4.625,0
F116Q1017101,201612,138315.69,1,10,350,4.625,0
F116Q1017146,201604,245000.0,0,2,358,4.25,0
F116Q1017187,201607,171000.0,0,5,355,4.625,0
F116Q1017192,201611,0.0,1,9,351,4.375,0
F116Q1017217,201607,145000.0,1,5,355,4.875,0
F116Q1017217,201609,144646.6,1,7,353,4.875,0
F116Q1017218,201602,117000.0,0,0,360,4.75,0
F116Q1017220,201610,133871.55,1,8,352,4.75,0
F116Q1017230,201607,274000.0,0,5,355,4.25,0
F116Q1017284,201610,300531.78,1,8,352,4.125,0
F116Q1017301,201607,204000.0,1,5,355,4.75,0
F116Q1017301,201609,203700.14,1,7,353,4.75,0
F116Q1017301,201610,203172.96,1,8,352,4.75,0
F116Q1017303,201605,50000.0,1,2,118,3.125,0
F116Q1017303,201609,48000.0,0,6,114,3.125,0
F116Q1017325,201609,220667.25,0,7,173,2.875,0
F116Q1017355,201608,413000.0,0,6,354,3.875,0
F116Q1017364,201607,210000.0,0,5,355,3.875,0
F116Q1017400,201607,313000.0,0,5,355,4.25,0
F116Q1017433,201605,235000.0,0,3,357,4.18,0
F116Q1017469,201608,430000.0,0,6,354,4.18,0
F116Q1017510,201610,191118.74,1,8,352,4.25,0
F116Q1017563,201607,223000.0,0,5,355,4.25,0
F116Q1017578,201602,147000.0,0,0,360,3.99,0
F116Q1017582,201606,189000.0,0,4,356,4.25,0
F116Q1017613,201602,284000.0,0,0,360,4.25,0
F116Q1017665,201604,367000.0,0,2,358,3.99,0
F116Q1017690,201612,206583.89,1,10,350,4.05,0
F116Q1017706,201603,252000.0,0,1,359,4.375,0
F116Q1017735,201602,114000.0,0,0,360,4.25,0
F116Q1017759,201602,206000.0,0,0,360,4.18,0
F116Q1017780,201608,149000.0,1,6,354,4.25,0
F116Q1017780,201609,149058.62,1,7,353,4.25,0
F116Q1017780,201612,148424.9,1,10,350,4.25,0
F116Q1017799,201612,197655.27,0,10,350,4.18,0
F116Q1017800,201607,314000.0,0,5,355,4.125,0
F116Q1017805,201609,236808.86,0,7,353,4.18,0
F116Q1017890,201605,115000.0,1,3,357,4.25,0
F116Q1017924,201612,361351.8,0,10,350,3.99,0
F116Q1018009,201605,186000.0,0,3,357,3.99,0
F116Q1018024,201605,271000.0,0,3,357,4.125,0
F116Q1018101,201607,279000.0,1,5,355,4.25,0
F116Q1018101,201608,278000.0,1,6,354,4.25,0
F116Q1018101,201609,278057.42,1,7,353,4.25,0
F116Q1018101,201610,0.0,1,8,352,4.25,0
F116Q1018113,201604,411000.0,0,2,358,4.25,0
F116Q1018129,201610,250087.79,0,8,352,4.25,0
F116Q1018152,201606,221000.0,0,4,356,4.375,0
F116Q1018201,201611,323817.2,0,9,351,4.625,0
F116Q1018211,201604,291000.0,0,2,298,4.5,0
F116Q1018248,201612,190271.47,0,10,350,4.5,0
F116Q1018275,201612,191895.0,0,10,350,4.5,0
F116Q1018288,201606,167000.0,0,4,356,4.625,0
F116Q1018298,201610,164507.28,0,8,352,4.5,0
F116Q1018306,201607,310000.0,0,5,355,4.625,0
F116Q1018318,201605,217000.0,0,3,357,4.875,0
F116Q1018355,201612,157396.98,0,10,350,4.75,0
F116Q1018366,201602,205000.0,0,0,360,4.75,0
F116Q1018441,201604,217000.0,1,2,358,4.5,0
F116Q1018444,201611,156817.31,0,9,291,4.875,0
F116Q1018458,201604,251000.0,0,2,358,4.875,0
F116Q1018473,201607,434000.0,0,5,355,4.5,0
F116Q1018567,201612,107118.75,0,10,290,4.25,0
F116Q1018573,201603,110000.0,0,1,359,4.25,0
F116Q1018578,201605,100000.0,1,3,357,4.18,0
F116Q1018582,201611,94808.42,0,9,350,4.25,0
F116Q1018594,201612,78551.75,0,10,350,4.625,0
F116Q1018626,201610,42036.1,0,8,352,4.375,0
F116Q1018664,201604,84000.0,1,2,357,4.5,0
F116Q1018664,201605,83000.0,1,3,356,4.5,0
F116Q1018664,201608,83000.0,1,6,353,4.5,0
F116Q1018679,201604,58000.0,1,2,358,4.75,0
F116Q1018680,201606,60000.0,1,4,356,4.75,0
F116Q1018680,201607,60000.0,1,5,355,4.75,0
F116Q1018680,201609,59516.42,1,7,353,4.75,0
F116Q1018680,201610,59516.42,1,8,352,4.75,0
F116Q1018680,201611,59516.42,1,9,351,4.75,0
F116Q1018680,201612,59516.42,1,10,350,4.75,0
F116Q1018702,201604,106000.0,0,2,358,4.5,0
F116Q1018712,201611,93997.9,0,9,351,4.375,0
F116Q1018770,201612,84033.23,1,10,350,4.375,0
F116Q1018818,201612,120068.89,1,10,350,4.75,0
F116Q1018822,201610,167973.68,1,8,352,3.875,0
F116Q1018826,201606,328000.0,0,2,358,4.0,0
F116Q1018871,201610,26950.06,1,7,353,4.5,0
F116Q1018871,201611,26864.35,1,8,352,4.5,0
F116Q1018898,201607,225000.0,1,5,355,4.125,0
F116Q1018898,201609,224072.76,1,7,353,4.125,0
F116Q1018898,201610,223747.7,1,8,352,4.125,0
F116Q1018898,201611,223747.7,1,9,351,4.125,0
F116Q1018898,201612,223747.7,1,10,350,4.125,0
F116Q1018948,201605,296000.0,0,3,177,3.5,0
F116Q1018955,201604,320000.0,1,2,178,3.125,0
F116Q1018958,201610,116799.58,0,8,316,3.99,0
F116Q1018997,201610,376756.88,1,8,352,4.125,0
F116Q1018997,201611,376756.88,1,9,351,4.125,0
